,word,POS,EN_translation
37458,bustier,N,bustier
37459,loensen,N,squinting
37460,droogstoppel,N,dry stubble
37461,gespuug,N,spit
37462,galactisch,ADJ,galactic
37463,cyberseks,N,cybersex
37464,contactsport,N,contact sport
37465,gezagsvoerder,N,captain
37466,ongelukkigerwijs,N,unfortunately
37467,onderhoudsploeg,N,maintenance crew
37468,opslaggebouw,N,storage building
37469,pleziertochtje,N,pleasure ride
37470,ordonnans,N,orderly
37471,kredietbrief,N,letter of credit
37472,betaal-tv,N,pay TV
37473,offerlam,N,sacrificial lamb
37474,longview,N,longview
37475,cunnilingus,N,cunnilingus
37476,onkruidverdelger,N,weed killer
37477,spectrometer,N,spectrometer
37478,waterpoel,N,water hole
37479,rebellenbasis,N,rebel base
37480,hoofdgang,N,main corridor
37481,zinkput,N,sump
37482,joyriding,N,joyriding
37483,montagekamer,N,mounting room
37484,neusring,N,nose ring
37485,sportafdeling,N,sports department
37486,richtsysteem,N,aiming system
37487,bloedtype,N,blood type
37488,drukverschil,N,differential pressure
37489,modelgevangene,N,model prisoner
37490,geldla,N,money drawer
37491,dodenhuis,N,death house
37492,schooldistrict,N,school district
37493,verlokkelijk,ADJ,enticing
37494,lotnummer,N,lot number
37495,reisdocument,N,travel document
37496,tweelingbroertje,N,twin brother
37497,praatgraag,ADJ,chatty
37498,toeschietelijk,ADJ,obliging
37499,schuinsmarcheerder,N,oblique marcher
37500,hoofdverpleegster,N,head nurse
37501,grootmoedigheid,N,generosity
37502,aframmelen,WW,rattle
37503,gijzelingsdrama,N,hostage-taking drama
37504,bergrand,N,mountain ridge
37505,zakendeal,N,business deal
37506,massavernietigingswapen,N,weapon of mass destruction
37507,fusilleren,WW,to shoot
37508,schietterrein,N,shooting range
37509,computercode,N,computer code
37510,straatrat,N,street rat
37511,kreukel,N,crease
37512,miezeren,WW,drizzling
37513,washand,N,washcloth
37514,sotto,N,sotto
37515,kaartavond,N,card night
37516,tafeldekken,WW,table cover
37517,directievergadering,N,board meeting
37518,verstieren,WW,to disrupt
37519,oosterling,N,Oriental
37520,losdraaien,WW,loosen
37521,bibliotheekpas,N,library card
37522,tijdgat,N,time hole
37523,belenen,WW,pawn
37524,citroenthee,N,lemon tea
37525,familietijd,N,family time
37526,beroemen,WW,boast
37527,inoefenen,WW,practicing
37528,impressionist,N,impressionist
37529,gepoft,WW,popped
37530,veldlopen,WW,cross country running
37531,kaaswinkel,N,cheese shop
37532,muziekafdeling,N,music department
37533,uitzendtijd,N,broadcast time
37534,wambuis,N,gambeson
37535,schoenmakerij,N,shoemaking
37536,werkverdeling,N,division of labor
37537,knollenveld,N,tuber field
37538,mopperaars,N,grumbles
37539,overklassen,WW,outclass
37540,wandtapijt,N,tapestry
37541,vleugelpiano,N,grand piano
37542,gehoornde,N,horned
37543,bezettingsleger,N,occupation army
37544,aandrijven,WW,drive
37545,diepgelovig,ADJ,deeply religious
37546,tennislessen,N,tennis lessons
37547,zangleraar,N,singing teacher
37548,presentielijst,N,attendance sheet
37549,haargroeimiddel,N,hair restorer
37550,klantenlijst,N,customer list
37551,bagageruim,N,luggage hold
37552,reuzenstap,N,giant step
37553,volts,ADJ,volts
37554,staldeur,N,stable door
37555,aanvalsgolf,N,attack wave
37556,drugstransport,N,drug transport
37557,schaaktoernooi,N,chess tournament
37558,extravagantie,N,extravagance
37559,afvloeiing,N,outflow
37560,zesmaal,BW,six times
37561,handelscentrum,N,trade center
37562,vuurhaard,N,firebox
37563,rietdekker,N,thatcher
37564,belastingconsulent,N,tax consultant
37565,noordwestelijk,ADJ,northwestern
37566,omruil,N,exchange
37567,achteruitlopen,WW,Walking backwards
37568,ineenslaan,WW,all at once
37569,kunstverzameling,N,art collection
37570,gaspistool,N,gas gun
37571,genadeschot,N,final shot
37572,comédienne,N,comedienne
37573,oproepkaart,N,calling card
37574,uitkloppen,WW,knock out
37575,kettingslot,N,chain lock
37576,alumnus,N,alumnus
37577,maler,N,grinder
37578,fandango,N,fandango
37579,exhibitionistisch,ADJ,exhibitionist
37580,verdrogen,WW,dry out
37581,deerniswekkend,WW,pitiful
37582,penseelstreek,N,brushstroke
37583,terpentijn,N,turpentine
37584,tooien,WW,adorn
37585,zenuwpijn,N,nerve pain
37586,aanstormen,WW,rushing in
37587,tafelpoot,N,table leg
37588,framenummer,N,frame number
37589,ziekenhuisverblijf,N,hospital stay
37590,geknars,N,creak
37591,vuurvliegje,N,firefly
37592,wieldop,N,hubcap
37593,cheffin,N,boss
37594,gedragswetenschappen,N,behavioral sciences
37595,getuit,ADJ,puckered
37596,eenzelvig,ADJ,solitary
37597,opblaasbaar,ADJ,inflatable
37598,handkar,N,pushcart
37599,mahoniehouten,ADJ,mahogany
37600,vrieskast,N,freezer
37601,pingpongbal,N,ping pong ball
37602,pitsstop,N,pit stop
37603,traptrede,N,stair step
37604,tomatenplant,N,tomato plant
37605,cichorei,N,chicory
37606,peptide,N,peptide
37607,talentloos,ADJ,talentless
37608,nachtslot,N,deadbolt
37609,berichtendienst,N,messaging service
37610,solvabel,ADJ,solvent
37611,biatlon,N,biathlon
37612,havenbestuur,N,port authority
37613,elitekorps,N,elite corps
37614,politievoertuig,N,police vehicle
37615,parttimer,N,part-timer
37616,insluiping,N,intrusion
37617,kapitaliseren,WW,capitalize
37618,dirken,WW,dirken
37619,verkoopafdeling,N,sales department
37620,uitstromen,WW,flow out
37621,tegenvraag,N,counter question
37622,legger,N,shelf
37623,betreding,N,entry
37624,oorlogsbodem,N,warship
37625,kampplaats,N,camp site
37626,piepzak,N,beep bag
37627,aanlijnen,WW,leash
37628,flosdraad,N,dental floss
37629,halsje,N,neckline
37630,laxerend,ADJ,laxative
37631,ankerplaats,N,anchorage
37632,verbrodden,WW,flared up
37633,bloemetjesjurk,N,floral dress
37634,rechtspreken,WW,to judge
37635,receptor,N,receptor
37636,klasgenote,N,classmate
37637,kritiseren,WW,to criticize
37638,noordwestkust,N,northwest coast
37639,vredesovereenkomst,N,peace agreement
37640,gala-avond,N,gala night
37641,afneembaar,ADJ,detachable
37642,onverwerkt,ADJ,unprocessed
37643,uitwas,N,washout
37644,leeftijdsgenoot,N,peer
37645,meewandelen,WW,walk along
37646,zuurtegraad,N,acidity
37647,halfdronken,ADJ,half drunk
37648,drukknop,N,push button
37649,schaamtevol,ADJ,shameful
37650,conformistisch,ADJ,conformist
37651,aanvreten,WW,eat
37652,draagvermogen,N,load capacity
37653,basisuitrusting,N,basic equipment
37654,roddelcircuit,N,gossip circuit
37655,graveur,N,engraver
37656,woordkunstenaar,N,word artist
37657,tremolo,N,tremolo
37658,fietsketting,N,bicycle chain
37659,boekbinden,WW,bookbinding
37660,morsig,ADJ,messy
37661,wraakneming,N,revenge
37662,zuigend,ADJ,sucking
37663,lapjeskat,N,calico cat
37664,gastenhuis,N,guesthouse
37665,gravitatie,N,gravity
37666,vagelijk,ADJ,vague
37667,zaaknummer,N,case number
37668,zomerwind,N,summer wind
37669,struisvogelei,N,ostrich egg
37670,batist,N,batiste
37671,verontreinigen,WW,pollute
37672,filmmaken,WW,filmmaking
37673,gymnast,N,gymnast
37674,hypnotisch,ADJ,hypnotic
37675,bicarbonaat,N,baking soda
37676,fetisjist,N,fetishist
37677,heelde,WW,the entire
37678,doorbranden,WW,burn out
37679,meedogenloosheid,N,ruthlessness
37680,persmuskiet,N,press mosquito
37681,vishengel,N,fishing rod
37682,aartshertogin,N,Archduchess
37683,pepermuntthee,N,peppermint tea
37684,desinfecterend,ADJ,disinfectant
37685,spectra,N,spectra
37686,bruidsjonker,N,groomsman
37687,geilaard,N,horny
37688,troel,N,Snork
37689,weidegrond,N,pasture land
37690,bokswereld,N,boxing world
37691,buitenwesten,WW,unconscious
37692,boksteam,N,boxing team
37693,veeboer,N,rancher
37694,lievelingsverhaal,N,favorite story
37695,torpedoboot,N,torpedo boat
37696,hiëroglief,N,hieroglyph
37697,beverig,ADJ,shaky
37698,theaterrestaurant,ADJ,theater restaurant
37699,reukwater,N,cologne
37700,hoorndrager,N,cuckold
37701,klavertjevier,N,Clover
37702,nymfomaan,N,nymphomaniac
37703,sappel,ADJ,apple
37704,snelwerkend,WW,fast acting
37705,kunstzijde,N,rayon
37706,hellepoort,N,hell gate
37707,gelatinepudding,N,gelatin pudding
37708,wisser,N,wiper
37709,bionisch,ADJ,bionic
37710,schoolcommissie,N,school committee
37711,haarlint,N,hair ribbon
37712,colts,N,colts
37713,eerloos,ADJ,dishonorable
37714,paringsrituelen,N,mating rituals
37715,grotonderzoek,N,cave exploration
37716,hersenchirurgie,N,brain surgery
37717,zeedier,N,marine animal
37718,pentameter,N,pentameter
37719,stakkerd,N,wretched
37720,gunsteling,N,favorite
37721,paleiswacht,N,palace guard
37722,verbindingsman,N,connection man
37723,radarstation,N,radar station
37724,sterrenkaart,N,star map
37725,familieaangelegenheid,N,family affair
37726,lievelingsstuk,N,favorite piece
37727,staartloze,ADJ,tailless
37728,seksgodin,N,sex goddess
37729,onderzoekskamer,N,examination room
37730,glimworm,N,firefly
37731,doelzoeker,N,target seeker
37732,juryselectie,N,jury selection
37733,jachtvliegtuig,N,fighter plane
37734,bomauto,N,bomb car
37735,parlementsgebouwen,WW,parliament buildings
37736,gewis,N,sure
37737,adresseren,WW,address
37738,verzoener,N,reconciler
37739,vastschroeven,WW,screw tight
37740,broodheer,N,master
37741,horzel,N,hornet
37742,rattenplaag,N,rat plague
37743,infrastructuren,N,infrastructures
37744,rugletsel,N,back injury
37745,teambelang,N,team interest
37746,pr-dame,N,PR lady
37747,ruimtesonde,N,space probe
37748,hamerhaaien,N,hammerhead sharks
37749,presidentscampagne,N,presidential campaign
37750,vruchtbaarheidskliniek,N,fertility clinic
37751,fantasievol,ADJ,imaginative
37752,sprot,N,sprat
37753,pestepidemie,N,plague epidemic
37754,afhangend,ADJ,depending
37755,colaflesje,N,coke bottle
37756,drinkgelag,N,drinking binge
37757,welker,VNW,of which
37758,monsterachtig,ADJ,monstrous
37759,toneelspeelster,N,actress
37760,kerkgemeente,N,congregation
37761,grondbezit,N,land tenure
37762,vrijpostigheid,N,boldness
37763,koffieroom,N,coffee cream
37764,opgebruiken,WW,use up
37765,kotelet,N,cutlet
37766,sjekel,N,shekel
37767,filmactrice,N,film actress
37768,oliekan,N,oil can
37769,haartransplantatie,N,hair transplantation
37770,dwergenland,N,dwarf land
37771,inmengen,WW,mixing in
37772,negentigduizend,TW,ninety thousand
37773,onbeproefd,WW,untried
37774,prauw,N,proa
37775,botterik,N,blunt
37776,privé-kliniek,N,private clinic
37777,sleutelbewaarder,N,key keeper
37778,stukbijten,WW,biting
37779,wegtrappen,WW,kick away
37780,bering,N,bering
37781,gehoorverlies,N,hearing loss
37782,privé-eiland,N,private island
37783,veiligheidsaspect,N,safety aspect
37784,handgesneden,N,hand carved
37785,herwerken,WW,rework
37786,ongereptheid,N,untouched
37787,aanvaren,WW,sailing
37788,sprokkelhout,N,deadwood
37789,gobelin,N,gobelin
37790,modetijdschrift,N,fashion magazine
37791,hotemetoten,N,hot notes
37792,onbedwingbaar,ADJ,irrepressible
37793,disciplineren,WW,discipline
37794,longziekte,N,lung disease
37795,fruitdrank,N,fruit drink
37796,herbewapening,N,rearmament
37797,vermant,N,mutant
37798,hardrijder,N,speed rider
37799,urne,N,urn
37800,berin,N,bear
37801,commandocentrale,N,command center
37802,lievelingszoon,N,favorite son
37803,hartmonitor,N,heart monitor
37804,barmeisje,N,barmaid
37805,familievriend,N,family friend
37806,zwaartekrachtveld,N,gravitational field
37807,sekspartner,N,sex partner
37808,onwelriekend,N,malodorous
37809,passionnel,N,passionately
37810,onvolkomenheid,N,imperfection
37811,politiedossier,N,police file
37812,geldstuk,N,coin
37813,kariboe,N,caribou
37814,poezelig,ADJ,fuzzy
37815,wipper,N,bouncer
37816,catacombe,N,catacomb
37817,grasmachine,N,lawn mower
37818,puinbak,N,rubbish bin
37819,goth,N,goth
37820,vigilante,N,vigilante
37821,vissende,ADJ,fishing
37822,datsja,N,dacha
37823,poetser,N,cleaner
37824,outcast,N,outcast
37825,karakterloos,ADJ,characterless
37826,hockeyer,N,hockey player
37827,astrologisch,ADJ,astrological
37828,afscheuren,WW,tear off
37829,schaamluis,N,pubic lice
37830,vormloos,ADJ,shapeless
37831,mannenclub,N,men's club
37832,zaaddodend,ADJ,spermicide
37833,meidenfilm,N,girl movie
37834,focusgroep,N,focus group
37835,oud-militair,N,former military
37836,familievakantie,N,family holiday
37837,straatmuzikant,N,street musician
37838,smartlap,N,smartlap
37839,veteranendag,N,Veterans Day
37840,tafelvoetballen,WW,table football
37841,absurder,ADJ,more absurd
37842,voorlichtingsfilm,N,information film
37843,gehang,N,hung
37844,braakbal,N,pellet
37845,respectloosheid,N,disrespect
37846,opslorpen,WW,absorbed
37847,samenvloeiing,N,confluence
37848,kroniekschrijver,N,chronicler
37849,halfhartig,ADJ,half-hearted
37850,splintergroep,N,splinter group
37851,monopoliseren,WW,monopolize
37852,stafkaart,N,topographic map
37853,afweken,WW,deviated
37854,berenvel,N,bearskin
37855,ijzerwerk,N,ironwork
37856,gevechtstoestel,N,fighter
37857,vastvriezen,WW,freeze
37858,woekerrente,N,usurious interest
37859,dichtslibben,WW,silting up
37860,televisieploeg,N,television crew
37861,voedselbron,N,food source
37862,tv-spots,N,TV spots
37863,modificeren,WW,modify
37864,loyalist,N,loyalist
37865,golfkar,N,golf cart
37866,muziektherapie,N,music therapy
37867,ijsregen,N,freezing rain
37868,poepzak,N,poop bag
37869,chrysant,N,chrysanthemum
37870,klapstoel,N,folding chair
37871,oefenmateriaal,N,exercise material
37872,wegdrinken,WW,drink away
37873,avondploeg,N,evening shift
37874,eilander,N,islander
37875,verfbeurt,N,paint job
37876,dubbelvouwen,WW,fold in half
37877,uitjouwen,WW,jeer
37878,tetanusinjectie,N,tetanus injection
37879,hoofdgroep,N,main group
37880,boetseerklei,N,modeling clay
37881,zinkoxide,N,zinc oxide
37882,bakboordzijde,N,port side
37883,doorseinen,WW,forward
37884,kernfysica,N,nuclear physics
37885,geestigheid,N,wit
37886,geitenpad,N,goat path
37887,dorpsidioot,N,village idiot
37888,verendek,N,feather deck
37889,jarretel,N,suspender
37890,knokkel,N,knuckle
37891,versjteren,WW,mess up
37892,slagersvrouw,N,butcher's wife
37893,belastingcontrole,N,tax audit
37894,onvoldaan,ADJ,unsatisfied
37895,afstap,N,get off
37896,sneeuwluipaard,N,snow leopard
37897,sigarettenautomaat,N,cigarette machine
37898,drankkast,N,liquor cabinet
37899,gemberkoek,N,gingerbread
37900,halfzuster,N,half-sister
37901,torsie,N,torsion
37902,cricketteam,N,cricket team
37903,hoeraatje,N,whore
37904,ordelijkheid,N,orderliness
37905,oppermacht,N,supremacy
37906,nagelknipper,N,nail clippers
37907,scheepsdek,N,ship deck
37908,stoelnummer,N,seat number
37909,terugdrijven,WW,drive back
37910,kruidendokter,N,herbalist
37911,longvis,N,lungfish
37912,merrieveulen,N,filly
37913,confirmatie,N,confirmation
37914,doorladen,WW,loading
37915,hartruis,N,heart murmur
37916,meidenpraat,N,girl talk
37917,krukas,N,crankshaft
37918,librium,N,librium
37919,communicatiestoornis,N,communication disorder
37920,uterus,N,uterus
37921,verhoeden,WW,prevent
37922,hoekkantoor,N,corner office
37923,tv-werk,N,TV work
37924,kaasbal,N,cheese ball
37925,zuurvergiftiging,N,acidosis
37926,talentscout,N,talent scout
37927,forceps,N,forceps
37928,hospitaalschip,N,hospital ship
37929,diamantslijper,N,diamond cutter
37930,dobermanns,N,dobermans
37931,klassenvertegenwoordiger,N,class representative
37932,assepoesters,N,cinderella
37933,moraliseren,WW,moralize
37934,karakterschets,N,character sketch
37935,verstarren,WW,stiffen
37936,preker,N,preacher
37937,uitfilteren,WW,filter out
37938,symbiotisch,ADJ,symbiotic
37939,vuilnishoop,N,garbage heap
37940,onwaarschijnlijkheid,N,improbability
37941,hersenziekte,N,brain disease
37942,drifters,N,drifters
37943,beplating,N,plating
37944,wolfram,N,tungsten
37945,vermaal,N,grind
37946,onkuis,N,unchaste
37947,vuilniscontainer,N,garbage container
37948,opname-apparatuur,N,recording equipment
37949,vertakking,N,branching
37950,vibrerend,ADJ,vibrating
37951,malligheid,N,silliness
37952,overspuiten,WW,refinishing
37953,handkus,N,hand kiss
37954,autoriseren,WW,authorize
37955,samenbinden,WW,bind together
37956,prachtwagen,N,beautiful car
37957,huwelijksvoorwaarden,N,prenuptial agreement
37958,confidentieel,ADJ,confidential
37959,melkmeid,N,milkmaid
37960,schaakstuk,N,chess piece
37961,driftkikker,N,drift frog
37962,personaliteit,N,personality
37963,springpaard,N,show jumper
37964,kopieerwinkel,N,copy shop
37965,septic,ADJ,septic
37966,benzinedop,N,fuel cap
37967,vrouwenbond,N,women's union
37968,straalmotor,N,jet engine
37969,samenhouden,WW,hold together
37970,knapheid,N,beauty
37971,prakkiseren,WW,prackle
37972,gedragstherapeut,N,behavioral therapist
37973,stoerdoenerij,N,boldness
37974,herfstfeest,N,autumn festival
37975,vaderrol,N,father role
37976,basisstructuur,N,basic structure
37977,kinderpsycholoog,N,child psychologist
37978,klemrijden,WW,underrun
37979,plaatsbewijs,N,ticket
37980,drifter,N,drifter
37981,blindedarmoperatie,N,appendectomy
37982,hiëroglyfen,N,hieroglyphs
37983,hoofditem,N,main item
37984,eigendomsbewijs,N,title deed
37985,discus,N,discus
37986,dubbeldik,N,double thick
37987,cyaan,ADJ,cyan
37988,binnenpretje,N,chuckle
37989,stukadoors,N,plasterers
37990,gesmak,N,tasted
37991,gepeperd,ADJ,peppery
37992,planter,N,planter
37993,mededeelzaam,ADJ,communicative
37994,omtrekken,WW,outlines
37995,centauren,N,centaurs
37996,voegwoord,N,conjunction
37997,omhooghouden,WW,hold up
37998,raszuiverheid,N,varietal purity
37999,toefluisteren,WW,whisper
38000,sarong,N,sarong
38001,krullenkop,N,curly head
38002,doorgewinterd,ADJ,seasoned
38003,onderhemd,N,undershirt
38004,straatlantaarn,N,Street light
38005,dauwdruppel,N,dewdrop
38006,treinspoor,N,train track
38007,bilspier,N,gluteal muscle
38008,haarspeldbocht,N,hairpin bend
38009,atmosferisch,ADJ,atmospheric
38010,aberratie,N,aberration
38011,camerastandpunt,N,camera angle
38012,wooneenheid,N,housing unit
38013,wimpelen,WW,pennant
38014,punter,N,punt
38015,stalles,N,stalls
38016,dansant,ADJ,dance
38017,paasochtend,N,Easter morning
38018,landbouwbedrijf,N,farm
38019,bomexplosie,N,bomb explosion
38020,bekerhouder,N,cup holder
38021,nachtstand,N,night mode
38022,wintertarwe,N,winter wheat
38023,bombrief,N,bomb letter
38024,streaken,WW,streak
38025,hoofdleverancier,N,main supplier
38026,terreinknecht,N,groundskeeper
38027,uitscheuren,WW,tear out
38028,manhaftig,ADJ,manly
38029,haarloos,ADJ,hairless
38030,afstralen,WW,radiate
38031,aleer,BW,before
38032,studieprogramma,N,study program
38033,behuisd,ADJ,housed
38034,poseur,N,poseur
38035,medeburger,N,fellow citizen
38036,non-conformist,N,nonconformist
38037,reisroute,N,itinerary
38038,duizendvoudig,ADJ,a thousandfold
38039,ontuchtig,ADJ,lewd
38040,misbegrepen,WW,misunderstood
38041,klutsen,WW,beating
38042,luzerne,N,alfalfa
38043,doezel,N,doze
38044,afsplitsen,WW,split off
38045,vergroeien,WW,fuse
38046,feestvierder,N,reveler
38047,mediaspektakel,N,media spectacle
38048,binnenschieten,WW,comes to mind
38049,zesvoudig,ADJ,sixfold
38050,hotelkosten,N,hotel costs
38051,gedaanteverandering,N,transformation
38052,uitsteeksel,N,protrusion
38053,troonsbestijging,N,accession to the throne
38054,gemoedsgesteldheid,N,state of mind
38055,broederlijkheid,N,fraternity
38056,kwaadsprekerij,N,malicious talk
38057,partikel,N,particle
38058,orkestleider,N,orchestra conductor
38059,samenspanning,N,collusion
38060,literatuurdocent,N,literature teacher
38061,filmcriticus,N,film critic
38062,subroutine,N,subroutine
38063,handpop,N,hand puppet
38064,verstillen,WW,hush
38065,spasme,N,spasm
38066,gezemel,N,bran
38067,zoutje,N,snack
38068,colporteur,N,colporteur
38069,rabarbertaart,N,rhubarb pie
38070,kleurspoeling,N,color rinse
38071,modulatie,N,modulation
38072,knauwen,WW,gnaw
38073,evenwichtsbalk,N,balance beam
38074,gamel,N,gamel
38075,sirenenzang,N,sirens song
38076,valhelm,N,crash helmet
38077,firmanaam,N,company name
38078,hondstrouw,N,dog loyalty
38079,aanstoker,N,instigator
38080,aanvoerroute,N,supply route
38081,onverzoenlijkheid,N,irreconcilability
38082,vogelreservaat,N,bird sanctuary
38083,landbouwingenieur,N,agronomist
38084,schaambeen,N,pubis
38085,moordcomplot,N,murder plot
38086,kloosterschool,N,monastery school
38087,reservewapen,N,reserve weapon
38088,uiteendrijven,WW,disperse
38089,potdoof,N,utterly deaf
38090,waarschuwingssignaal,N,warning signal
38091,rouwadvertentie,N,obituary
38092,hinten,WW,hints
38093,terreurbewind,N,reign of terror
38094,rondzeilen,WW,sail around
38095,gezinszorg,N,family care
38096,ex-medewerker,N,ex-employee
38097,mannenzaak,N,male affair
38098,supertanker,N,supertanker
38099,cricketwedstrijd,N,cricket match
38100,moorddossier,N,murder file
38101,bomalarm,N,bomb alert
38102,oceanografisch,ADJ,oceanographic
38103,menora,N,menorah
38104,herenkapper,N,hairdresser
38105,aanharken,WW,raking
38106,zenmeester,N,zen master
38107,hersenkwabben,N,cerebral lobes
38108,buitengemeen,N,extraordinarily
38109,sterfdatum,N,date of death
38110,doelloosheid,N,aimlessness
38111,disfunctie,N,dysfunction
38112,wegwerpcamera,N,disposable camera
38113,openvouwen,WW,unfold
38114,broodkorst,N,bread crust
38115,schrijden,WW,stride
38116,sterrennacht,N,starry night
38117,houtstapel,N,woodpile
38118,smashen,WW,smashing
38119,stroomdraad,N,power wire
38120,topaas,N,topaz
38121,maniakaal,ADJ,maniacally
38122,bonenschotel,N,bean dish
38123,zeerollen,N,sea scrolls
38124,tweedeklas,ADJ,second class
38125,chauvinist,N,chauvinist
38126,futurist,N,futurist
38127,nieuwgeboren,ADJ,newborn
38128,pleegouder,N,foster parent
38129,heremiet,N,hermit
38130,kelderraam,N,basement window
38131,verlostang,N,forceps
38132,gelik,N,lick
38133,sjor,N,lashing
38134,sikh,N,Sikh
38135,brievenschrijver,N,letter writer
38136,klikkers,N,clickers
38137,scharrelaar,N,roller
38138,hangbuik,N,hanging belly
38139,geherprogrammeerd,WW,reprogrammed
38140,knars,N,crunch
38141,naspel,N,afterplay
38142,sakkerloot,N,darn
38143,thuisnummer,N,home number
38144,adviseuse,N,consultant
38145,privégesprek,N,private conversation
38146,liefdesverhouding,N,love relationship
38147,agnosticus,N,agnostic
38148,beroepscrimineel,ADJ,professional criminal
38149,baton,N,baton
38150,fluctuatie,N,fluctuation
38151,hoofdfilm,N,main movie
38152,oorlogskabinet,N,war cabinet
38153,falanx,N,phalanx
38154,troop,N,trope
38155,krokodillenleer,N,crocodile leather
38156,wegslaan,WW,knock away
38157,noodlijn,N,emergency line
38158,rotsmoes,N,rock paste
38159,inblikken,WW,canning
38160,pekinees,N,Pekingese
38161,penoze,N,penisless
38162,schaafplekken,N,abrasions
38163,heupwiegen,WW,hip rocking
38164,barkas,N,launch deck
38165,dichtspijkeren,WW,nailing up
38166,ontstemmen,WW,detune
38167,neusvleugel,N,nostril
38168,vlieginstructeur,N,flight instructor
38169,lijkenpikker,N,corpse picker
38170,aanbetalen,WW,down payment
38171,citroenlimonade,N,Lemonade
38172,lesplan,N,lesson plan
38173,wapentechnologie,N,weapon technology
38174,voorlichtingsdienst,N,information service
38175,thermaal,ADJ,thermal
38176,bellenblazer,N,bubble blower
38177,vuurwapenbezit,N,firearms possession
38178,sterkedrank,N,liquor
38179,overjarig,ADJ,obsolete
38180,ochtendtraining,N,morning workout
38181,volslank,ADJ,plump
38182,verwaaien,WW,blow away
38183,onheilsprofeet,N,prophet of doom
38184,mestvaalt,N,dung heap
38185,deprivatie,N,deprivation
38186,klerenhanger,N,clothes hanger
38187,zangwedstrijd,N,singing competition
38188,sifon,N,siphon
38189,krullerig,ADJ,curly
38190,spraakvermogen,N,speech ability
38191,zinderen,WW,shimmer
38192,prefix,N,prefix
38193,werkhuis,N,workhouse
38194,doorweven,WW,interlaced
38195,onzinkbaar,ADJ,unsinkable
38196,oprennen,WW,run up
38197,natuurfilm,N,nature film
38198,banenplan,N,job plan
38199,materialiseren,WW,materialize
38200,afasie,N,aphasia
38201,melkfles,N,milk bottle
38202,grensgeval,N,borderline case
38203,tapkast,N,bar
38204,schapenstal,N,sheep shed
38205,verlevendigen,WW,enliven
38206,verhevenheid,N,eminence
38207,stemmingswisseling,N,mood swing
38208,wraakoefening,N,revenge
38209,ultrasoon,ADJ,ultrasonic
38210,muggenspray,N,mosquito repellent
38211,spaakbeen,N,radius bone
38212,kookshow,N,cooking show
38213,menhir,N,menhir
38214,echtscheidingsadvocaat,N,divorce attorney
38215,hooischuur,N,hay barn
38216,oorlogstribunaal,N,war tribunal
38217,kunstafdeling,N,art department
38218,heldenverering,N,hero worship
38219,regiekamer,N,control room
38220,afwaarts,N,downward
38221,voorstoel,N,front seat
38222,energiereep,N,energy bar
38223,slangengif,N,snake venom
38224,frisdrankje,N,soda
38225,tweehandig,ADJ,two-handed
38226,voetbad,N,foot bath
38227,regeringsprogramma,N,government program
38228,contrarevolutionair,ADJ,counterrevolutionary
38229,sleper,N,tug
38230,rondmaken,WW,to round
38231,grijstint,N,gray tone
38232,vivat,N,vivat
38233,sportcommentator,N,sports commentator
38234,adoptiezoon,N,adoptive son
38235,marquise,N,marquise
38236,espen,N,aspens
38237,vurigheid,N,fervor
38238,speelautomaat,N,slot machine
38239,wegruimen,WW,clear away
38240,oogchirurg,N,eye surgeon
38241,compromitterend,N,compromising
38242,sportvisser,N,angler
38243,huidaandoening,N,skin condition
38244,polygaam,ADJ,polygamous
38245,ronddragen,WW,carry around
38246,rechercheren,WW,investigate
38247,zeegat,N,tidal inlet
38248,serpentine,N,serpentine
38249,stengun,N,stengun
38250,schoolbibliotheek,N,school library
38251,middenoor,N,middle ear
38252,medelijdend,N,compassionate
38253,aandelenhandelaar,N,stock trader
38254,schietles,N,shooting lesson
38255,circulair,ADJ,circular
38256,wereldtaal,N,world language
38257,porem,N,porem
38258,libertijn,N,libertine
38259,fluisteraar,N,whisperer
38260,pioen,N,peony
38261,geschiedschrijver,N,historian
38262,meisjeskleren,WW,girls clothes
38263,lucifersdoosje,N,matchbox
38264,zakenbespreking,N,business discussion
38265,koningsdochter,N,king's daughter
38266,gemeenheid,N,meanness
38267,rondzeulen,WW,lugging around
38268,onversaagd,ADJ,undaunted
38269,knickerbockers,N,knickerbockers
38270,kwikzilver,N,mercury
38271,hartspecialist,N,heart specialist
38272,loefzijde,N,windward side
38273,vuurstorm,N,firestorm
38274,gewichtsprobleem,N,weight problem
38275,ammonieten,N,ammonites
38276,suikerglazuur,N,icing
38277,scheepsmaatje,N,shipmate
38278,piratenvlag,N,Pirate Flag
38279,supermens,N,superhuman
38280,dodenkamp,N,death camp
38281,zaklantaren,WW,flashlights
38282,leproos,N,leper
38283,röntgenafdeling,N,X-ray department
38284,buideldier,N,marsupial
38285,liefkozing,N,caress
38286,bevoelen,WW,feel
38287,leefsysteem,N,living system
38288,belastingontvanger,N,tax collector
38289,hieromheen,BW,around this
38290,verlakkerij,N,disguise
38291,rijstpudding,N,Rice pudding
38292,losplaats,N,unloading place
38293,verkeersboete,N,traffic fine
38294,getalsmatig,ADJ,numerically
38295,profijtelijk,ADJ,profitable
38296,machtsverhouding,N,power relationship
38297,mindervalide,ADJ,disabled
38298,souperen,WW,supper
38299,hulppakket,N,aid package
38300,migraineaanval,N,migraine attack
38301,motorstoring,N,engine failure
