,word,POS,EN_translation,lidwoord
33711,infectiegevaar,ADJ,risk of infection,
33712,trompetgeschal,N,trumpet blast,
33713,kaftan,N,caftan,de
33714,geleerdheid,N,scholarship,
33715,zenuwziekte,N,nervous disease,de
33716,geloofscrisis,N,crisis of faith,
33717,wapenexpert,N,weapons expert,
33718,bastaardkind,N,bastard child,de
33719,zoölogie,N,zoology,
33720,goktent,N,gambling place,de
33721,boulimie,N,bulimia,de
33722,beroepsmoordenaar,N,professional murderer,
33723,mensachtig,ADJ,humanoid,
33724,telexen,WW,telexes,
33725,dienstpistool,N,service pistol,
33726,fouillering,N,body search,werkwoord
33727,bouwonderneming,N,construction company,
33728,figuratief,ADJ,figurative,
33729,tractie,N,traction,de
33730,vliegenvanger,N,flycatcher,
33731,molshoop,N,molehill,de
33732,collaboreren,WW,collaboration,
33733,stuurmanskunst,N,steering skills,de
33734,gedragsstoornis,N,conduct disorder,de
33735,moslimvrouw,N,muslim woman,
33736,grafmonument,N,funerary monument,
33737,lavabo,N,sink,het
33738,onredelijkheid,N,irrationality,
33739,obsceniteit,N,obscenity,de
33740,hoofdarts,N,chief physician,de
33741,truckchauffeur,N,truck driver,de
33742,whiskyfles,N,whiskey bottle,de
33743,noodgeneratoren,ADJ,emergency generators,
33744,wapenverkoop,N,arms sales,
33745,nieuwerwets,ADJ,modern,
33746,boekrecensie,N,book review,
33747,verwarmingsmonteur,N,heating engineer,
33748,vief,ADJ,vief,
33749,positiekleding,N,maternity clothes,
33750,pizzadoos,N,pizza box,de
33751,hemelgewelf,N,heavenly vault,
33752,koffieleut,N,coffee break,de
33753,eigenliefde,N,self-love,
33754,kult,N,cult,de
33755,gitaarkoffer,N,guitar case,
33756,varkenshoeder,N,swineherd,het
33757,rectaal,N,rectal,
33758,matennaaier,N,size sewing machine,de
33759,rijvaardigheid,N,driving skills,
33760,hiv-positief,ADJ,HIV positive,
33761,witwasserij,ADJ,money laundering,
33762,golfbeweging,N,wave motion,de
33763,klimwerk,N,climbing work,de
33764,klieven,WW,cleave,
33765,laagte,N,low,de
33766,zichten,N,views,werkwoord
33767,violent,N,violent,
33768,gezwaai,N,wave,
33769,goudvink,N,bullfinch,het
33770,grootgrondbezitter,N,large landowner,
33771,voorbijtrekken,WW,passing by,
33772,kerstlied,N,Christmas carol,het
33773,voorspelen,WW,foreplay,
33774,vuurstenen,N,flints,
33775,bevoorrechten,WW,privileged,
33776,russells,N,russells,de
33777,hulpgeroep,N,cry for help,het
33778,oliemagnaat,N,oil tycoon,
33779,vasectomie,N,vasectomy,de
33780,politiefoto,N,police photo,de
33781,drinkgeld,N,drink money,het
33782,onaards,ADJ,unearthly,
33783,stoomwals,N,steamroller,de
33784,wijnbouwer,N,winegrower,de
33785,strafbank,N,penalty bench,werkwoord
33786,loeier,N,looser,
33787,geweldsmisdrijf,N,violent crime,
33788,testbeeld,N,test image,
33789,kaats,N,bounce,werkwoord
33790,poephoofd,N,poohead,
33791,fermenteren,WW,ferment,
33792,kirren,WW,cooing,
33793,plonzen,WW,splash,
33794,debiteren,WW,debit,
33795,wapenspreuk,N,weapon spell,
33796,rechtens,N,legally,
33797,draaiing,N,rotation,de
33798,camee,N,cameo,de
33799,wondgaas,N,wound gauze,de
33800,wereldoverheersing,N,world domination,
33801,gejaag,N,hunt,het
33802,donderstraal,N,thunderbeam,
33803,verwonde,WW,injured,
33804,lichtgelovig,ADJ,gullible,
33805,oleander,ADJ,oleander,
33806,jongenskoor,N,boys' choir,de
33807,vestiaire,N,cloakroom,de
33808,uitstalraam,N,shop window,
33809,fusioneren,WW,merge,
33810,poepluier,N,poo diaper,de
33811,boevenbende,N,gang of crooks,
33812,rechtsgevoel,N,sense of justice,
33813,fietsbroek,N,cycling shorts,de
33814,telefoonaansluiting,N,telephone connection,
33815,tennisteam,N,tennis team,het
33816,kobaltblauw,ADJ,cobalt blue,
33817,chartreuse,N,chartreuse,de
33818,karakterisering,N,characterization,werkwoord
33819,onvervreemdbaar,ADJ,inalienable,
33820,omerta,N,omerta,de
33821,onbenulligheid,N,triviality,
33822,sitar,N,sitar,de
33823,noodvoorraad,N,emergency stock,
33824,penitentie,N,penance,de
33825,plunje,N,duffel,de
33826,noodrantsoen,N,emergency ration,het
33827,macrobiotisch,ADJ,macrobiotic,
33828,fruitsmaak,N,fruit flavor,mv.
33829,speelkameraad,N,playmate,
33830,rekel,N,rekel,het
33831,decorateur,N,decorator,de
33832,bezoekregeling,N,visiting arrangement,
33833,pandemonium,N,pandemonium,het
33834,raketlancering,N,missile launch,
33835,waterafvoer,N,water drainage,de
33836,woestijnstad,N,desert city,de
33837,tv-kijker,ADJ,TV watcher,
33838,honderdtachtig,ADJ,one hundred and eighty,
33839,munitiefabriek,N,ammunition factory,
33840,testprogramma,N,test program,
33841,grossieren,WW,wholesaling,
33842,bekomst,N,satisfied,werkwoord
33843,bladluis,N,aphid,het
33844,uitsterving,N,extinction,
33845,hydrotherapie,N,hydrotherapy,
33846,bijkomstig,ADJ,incidental,
33847,keukenafval,N,kitchen waste,het
33848,kristalliseren,WW,crystallize,
33849,heksenkring,N,witch circle,de
33850,familiekapitaal,N,family capital,
33851,vertragingstactiek,N,delay tactics,
33852,compatibiliteit,N,compatibility,de
33853,zuidenwind,N,south wind,de
33854,incoherent,ADJ,incoherent,
33855,persoonsbewijs,N,identity card,
33856,ondertekenaar,N,signatory,
33857,filmopname,N,movie recording,
33858,gems,N,gems,de
33859,droomwens,N,dream wish,de
33860,glibbert,N,slips,werkwoord
33861,tegenstroom,N,counter current,werkwoord
33862,occult,N,occult,
33863,brod,N,bread,werkwoord
33864,vulsel,N,stuffing,de
33865,topfunctionaris,N,top official,de
33866,krantenverkoper,N,newsboy,
33867,weesmeisje,N,orphan girl,
33868,pijlpunt,N,arrow-head,de
33869,linkerlong,N,left lung,
33870,sleutelring,N,key ring,de
33871,boekrol,N,scroll,de
33872,uitkafferen,WW,cry out,
33873,tennisspeler,N,tennis player,de
33874,methodisten,N,methodists,de
33875,strijdros,N,warhorse,de
33876,oversnijden,WW,overcutting,
33877,grapefruitsap,N,grapefruit juice,het
33878,marconist,N,wireless operator,de
33879,vijandelijkheid,N,hostility,
33880,zuidelijken,N,southerners,mv.
33881,weltergewicht,N,welterweight,de/het
33882,belastinginner,N,tax collector,de
33883,misdaadbestrijder,N,crime fighter,de
33884,wereldunie,N,world union,de
33885,getuigenbankje,N,witness stand,de
33886,satellietschotel,N,Satellite dish,
33887,insnijding,N,incision,
33888,bijter,N,biter,de
33889,zakenplan,N,business plan,de
33890,vierdaags,ADJ,four days,
33891,begrafenisplechtigheid,N,funeral ceremony,de
33892,voorlezing,N,reading,werkwoord
33893,rookkamer,N,smoking room,de
33894,proliferatie,N,proliferation,de
33895,zonneterras,N,sun terrace,het
33896,stoomcabine,N,steam cabin,
33897,buikdans,N,belly dance,werkwoord
33898,voorpremière,N,preview,
33899,uitruk,N,turn out,werkwoord
33900,hangjongere,ADJ,afterall,
33901,wansmakelijk,ADJ,disgusting,
33902,uitwisselbaar,ADJ,interchangeable,
33903,bewijsbaar,ADJ,provable,
33904,schoolziek,ADJ,school sick,
33905,appelsien,BW,orange,
33906,binnenglippen,N,sneak in,werkwoord
33907,identificatiebewijs,N,proof of identification,
33908,rotting,N,rot,de
33909,kunstgreep,N,artifice,de
33910,roodheid,N,redness,
33911,oneffenheid,N,unevenness,bijvoeglijk
33912,perifeer,N,peripheral,
33913,misgun,N,grudge,werkwoord
33914,rijstebrij,N,rice pudding,de
33915,schemerzone,N,twilight zone,de
33916,koningszoon,N,king's son,de
33917,geglazuurd,ADJ,glazed,
33918,onbeheerst,ADJ,out of control,
33919,parfumeur,N,perfumer,de
33920,wijnrank,N,vine,werkwoord
33921,verkwistend,ADJ,wasteful,
33922,schoothond,N,lap dog,werkwoord
33923,verfborstel,N,paint brush,
33924,vloekwoord,N,curse word,
33925,rookbom,N,smoke bomb,de
33926,lievelingsrestaurant,N,favorite restaurant,
33927,nekwervel,N,cervical vertebra,
33928,gouverneur-generaal,N,governor general,de
33929,ebbenhout,N,ebony,
33930,vermom,N,disguise,werkwoord
33931,hemofilie,N,haemophilia,
33932,biochemisch,ADJ,biochemical,
33933,vertrouwensman,N,confidant,de
33934,prairies,N,prairies,de
33935,speelgoedzaak,N,toy store,
33936,vrouwengek,N,woman mad,de
33937,cellulair,ADJ,cellular,
33938,schietklaar,ADJ,ready to shoot,
33939,spertijd,BW,curfew,
33940,draagberrie,N,stretcher,
33941,insectenspray,N,Bug spray,de
33942,schennis,N,violation,de
33943,filmposter,N,movie poster,
33944,parameter,N,parameter,het
33945,lijnrechter,N,line judge,
33946,verbloemd,ADJ,disguised,
33947,diagnosticeren,WW,diagnose,
33948,aanzeggen,WW,announce,
33949,boekenrek,N,bookshelf,het
33950,medicijnmannen,N,medicine men,de
33951,satanisme,N,satanism,
33952,kantoorbediende,N,office worker,
33953,bovenlangs,ADJ,along the top,
33954,hergeboorte,N,rebirth,
33955,brandbom,N,incendiary bomb,
33956,vrouwenhater,N,misogynist,de
33957,koelhuis,N,cold store,de
33958,irrigatiesysteem,N,irrigation system,
33959,somma,N,somma,de
33960,handboei,N,handcuff,de
33961,afscheidsbriefje,N,farewell note,
33962,interplanetaire,N,interplanetary,
33963,gangsterbaas,N,gangster boss,de
33964,denkpatroon,N,thinking pattern,het
33965,kittig,ADJ,sassy,
33966,afpellen,WW,peel,
33967,dadel,N,date,
33968,hoofdsteun,N,headrest,het
33969,pantry,N,pantry,de
33970,slissen,WW,swish,
33971,onzevader,N,our father,het
33972,laadklep,N,tailgate,de
33973,bananenbrood,N,bananabread,de
33974,linkerduim,N,left thumb,de
33975,huurster,N,tenant,de
33976,combine,N,combine,de
33977,snijboon,N,haricot,de
33978,tuttebel,N,little bell,de
33979,lompheid,N,rudeness,de
33980,ijszak,N,ice pack,de
33981,kasgeld,N,cash,de
33982,linkerdij,N,left thigh,de
33983,giek,N,boom,de
33984,schertsfiguur,N,banter,
33985,desinfectie,N,disinfection,de
33986,moederhuis,N,mother house,het
33987,verkeersvliegtuig,N,airliner,
33988,bedeling,N,dispensation,werkwoord
33989,soutane,ADJ,cassock,
33990,misnoegen,WW,displeasure,
33991,schrijnwerker,N,joiner,de
33992,platencollectie,N,record collection,
33993,reisplan,N,itinerary,de
33994,kortetermijngeheugen,N,short-term memory,het
33995,trillerig,ADJ,shaky,
33996,biometrie,N,biometrics,de
33997,achteruitrijden,WW,reverse,
33998,handarbeid,N,manual labour,de
33999,watertekort,N,water shortage,
34000,gedragsdeskundige,ADJ,behavioral expert,
34001,ongelood,ADJ,unleaded,
34002,schakering,N,shade,werkwoord
34003,benijdenswaardig,ADJ,enviable,
34004,kantwerk,N,lacework,de
34005,bankfiliaal,N,bank branch,
34006,gehamer,N,hammering,
34007,klipper,N,clipper,
34008,herformuleren,WW,reformulate,
34009,glitterpak,N,glitter suit,de
34010,geluidssysteem,N,sound system,
34011,trouwboekje,N,marriage certificate,
34012,vluchtgegevens,N,flight details,
34013,vioolspelen,WW,to play the violin,
34014,doorzenden,WW,forward,
34015,drukfout,N,printing error,de
34016,puntkomma,N,semicolon,
34017,sou,N,sou,de
34018,flesopener,N,bottle opener,de
34019,winterkleren,N,winter clothes,
34020,burgerman,N,civilian,de
34021,waarmede,BW,with which,
34022,baslijn,N,bass line,de
34023,optel,ADJ,add up,
34024,conserveermiddel,N,preservative,
34025,manmoedig,ADJ,manly,
34026,nachtschade,N,nightshade,de
34027,henen,ADJ,them,
34028,fijnmalen,WW,grind,
34029,badhanddoek,N,bath towel,
34030,godendrank,N,nectar,de
34031,alsem,N,wormwood,de
34032,pisbak,N,piss tray,de
34033,aambei,N,hemorrhoid,de
34034,lichtschakelaar,N,light switch,
34035,stijgbeugel,N,stirrup,de
34036,nobelheid,N,nobility,het
34037,likdoorn,N,corn,de
34038,zodiak,N,zodiac,de
34039,zeldzaams,ADJ,rare,
34040,openingszet,N,opening move,het
34041,kousenband,N,garter,de
34042,oogstmachine,N,harvester,de
34043,bijlichten,WW,illuminate,
34044,camber,N,camber,de
34045,kruiskop,N,crosshead,de
34046,kankerlijer,N,cancerlijer,de
34047,bewakingsvideo,N,surveillance video,
34048,telefoonkabel,N,telephone cable,
34049,wraaklust,N,vengeance,de
34050,zesenvijftig,TW,fifty six,
34051,creditcardnummer,N,credit card number,
34052,snellers,ADJ,faster,
34053,souteneur,N,pimp,de
34054,schijtzooi,N,shit stuff,bijvoeglijk
34055,zeeschildpad,N,sea turtle,
34056,paracommando,N,para command,
34057,binnenbaan,N,inside track,werkwoord
34058,waardetransport,N,value transport,het
34059,zevenjarig,ADJ,seven years old,
34060,veiligheidscamera,N,security camera,
34061,informaticus,N,computer scientist,de
34062,reisgenote,N,travel companion,de
34063,non-profitorganisatie,N,non-profit organisation,
34064,strijdvaardigheid,N,combativeness,
34065,gelijklopend,ADJ,parallel,
34066,gewetensnood,N,distress of conscience,de
34067,honderdzestig,ADJ,one hundred and sixty,
34068,ijlings,ADJ,hurriedly,
34069,clochard,N,clochard,de
34070,kattengejank,N,cat whine,het
34071,verjongingskuur,N,rejuvenation treatment,
34072,verhuisdag,N,moving day,werkwoord
34073,rembours,N,cash on delivery,het
34074,heugelijk,ADJ,happy,
34075,honkvast,ADJ,base station,
34076,romantiseren,WW,romanticize,
34077,oudervereniging,N,parent association,de
34078,kinderslot,N,child lock,het
34079,herseninhoud,N,brain contents,
34080,gemarmerd,ADJ,marbled,
34081,huishoudhulp,N,household help,
34082,bewustzijnsniveau,N,level of consciousness,het
34083,fruitsla,N,fruit salad,mv.
34084,rustplek,N,resting place,de
34085,prachtbeest,N,beautiful beast,de
34086,witwas,N,money laundering,de
34087,kersenhout,N,cherry wood,het
34088,mensenlichaam,N,human body,
34089,santenkraam,N,santen stand,de
34090,kogelregen,N,bullets,de
34091,sigarenfabriek,N,cigar factory,
34092,salpeterzuur,N,nitric acid,
34093,supergeheim,N,super secret,bijvoeglijk
34094,schadebeperking,N,damage control,
34095,mesdames,N,knife ladies,
34096,brandwacht,N,fire watch,de
34097,ontbind,N,dissolve,werkwoord
34098,kumquat,N,kumquat,de
34099,videobewaking,N,video surveillance,
34100,docht,N,daugh,de
34101,sprints,N,sprints,de
34102,pompelmoes,N,grapefruit,de
34103,declameren,WW,reciting,
34104,stoerheid,N,toughness,de
34105,hüttenkäse,N,hüttenkäse,de
34106,expeditieleider,N,expedition leader,
34107,maliënkolder,N,chain mail,de
34108,opruimer,N,cleaner,de
34109,kwajongensstreek,N,naughty boy,de
34110,rechterwang,N,right cheek,
34111,ribstuk,N,rib,de
34112,schedelfractuur,N,skull fracture,
34113,citroencake,N,Lemon Cake,de
34114,sneeuwdag,N,snow day,de
34115,werkbij,N,work at,de
34116,uitgieten,WW,pour,
34117,kinderspul,N,kids stuff,het
34118,duisterheid,N,darkness,
34119,frunniken,WW,fiddling,
34120,parelmoeren,ADJ,mother-of-pearl,
34121,negorij,N,village,de
34122,mosterdgeel,ADJ,mustard yellow,
34123,verkoping,N,sale,werkwoord
34124,uitreisvisum,N,exit visa,het
34125,vroegrijp,ADJ,precocious,
34126,tweelingziel,N,twin flame,de
34127,lievelingsplekje,N,favorite spot,
34128,drugstore,N,drugstore,de
34129,mededinger,N,contender,
34130,zeveraar,N,zeveraar,het
34131,scheepsjongen,N,cabin boy,het
34132,deprimeert,N,depresses,
34133,afvoerkanaal,N,drain,
34134,fnuiken,WW,thwart,
34135,bontmuts,N,fur hat,het
34136,filmdoek,N,movie screen,de
34137,winterverblijf,N,winter residence,
34138,geneeskrachtig,ADJ,medicinal,
34139,inhouding,N,deduction,bijvoeglijk
34140,geograaf,N,geographer,de
34141,modderstroom,N,mudflow,
34142,bemiddelingsbureau,N,mediation agency,
34143,slijmvlies,N,mucous membrane,het
34144,trekpaard,N,draft horse,
34145,strafexpeditie,N,punitive expedition,
34146,slagerszoon,N,butcher's son,de
34147,geluidsband,N,audio tape,de
34148,buskaart,N,bus ticket,het
34149,posttraumatisch,ADJ,post-traumatic,
34150,soliste,N,soloist,
34151,onfeilbaarheid,N,infallibility,
34152,godsdienstles,N,religion lesson,de
34153,ochtenddauw,N,morning dew,de
34154,vreugdeloos,ADJ,joyless,
34155,boomhuis,N,tree house,de
34156,inhaligheid,N,greed,
34157,lafhartig,ADJ,cowardly,
34158,varkensmest,N,pig manure,de
34159,uitspuwen,WW,spit out,
34160,copulatie,N,copulation,de
34161,bestialiteit,N,bestiality,de
34162,schrijlings,ADJ,astride,
34163,aanbelangen,WW,concern,
34164,creditcardmaatschappij,N,credit card company,
34165,enkelbandje,N,anklet,
34166,probleemgebied,N,problem area,
34167,brugklasser,N,seventh grader,de
34168,heteluchtballon,N,hot air balloon,de
34169,balcontact,N,ball contact,de
34170,bloedverwantschap,N,consanguinity,
34171,azuurblauw,ADJ,azure blue,
34172,televisiester,N,television star,de
34173,eindscore,N,final score,
34174,raceteam,N,racing team,de
34175,geboorteplek,N,birthplace,de
34176,hersenkanker,N,brain cancer,
34177,planetoïde,N,asteroid,de
34178,stemverheffing,N,raising of votes,
34179,darmstelsel,N,intestinal system,
34180,properheid,N,cleanliness,
34181,onbillijk,ADJ,unfair,
34182,drinkplaats,N,watering hole,de
34183,aanplakbiljet,N,placard,
34184,rouwdienst,N,funeral service,
34185,onbesmet,ADJ,uncontaminated,
34186,onderhoudspersoneel,N,maintenance personnel,
34187,beroepstrots,N,professional pride,
34188,afstudeerfeest,N,graduation party,
34189,koppakking,N,head gasket,
34190,retegoed,N,return credit,bijvoeglijk
34191,berggeit,N,mountain goat,
34192,watergevecht,N,water fight,
34193,halster,N,halter,de
34194,lievelingsmuziek,N,favorite music,de
34195,glinster,N,glitter,werkwoord
34196,persoonlijkheidstest,N,personality test,
34197,zwengel,N,crank,het
34198,heropvoeden,WW,re-educate,
34199,medeklinker,N,consonant,
34200,beroepszaak,N,appeal case,de
34201,radiocommunicatie,N,radio communication,
34202,draver,N,trotter,werkwoord
34203,vliegtuigstoel,N,airplane seat,
34204,tandartsenpraktijk,N,dental practice,
34205,koortsaanval,N,fever attack,de
34206,binnenzetten,WW,put inside,
34207,mannending,N,men thing,het
34208,kindermisbruiker,N,child molester,
34209,sassen,WW,sassen,
34210,betegelen,WW,tiling,
34211,jatwerk,N,swiping,de
34212,onuitroeibaar,ADJ,ineradicable,
34213,eigenaardigheid,N,idiosyncrasy,
34214,dienstweigeraar,N,conscientious objector,de
34215,pedigree,N,pedigree,de
34216,gasbrander,N,gas burner,
34217,commentaarstem,N,voiceover,de
34218,draaier,N,turner,de
34219,themalied,N,theme song,de/het
34220,handelscommissie,N,trade commission,
34221,toeristenklasse,N,tourist class,de
34222,legercommandant,N,army commander,de
34223,ondersneeuwen,WW,under snow,
34224,handelsoorlog,N,trade war,
34225,gaswolk,N,gas cloud,de
34226,arrenslee,N,horse-drawn sleigh,de
34227,uitgeefster,N,publisher,
34228,onverdund,ADJ,undiluted,
34229,narekenen,WW,calculate,
34230,doorreizen,WW,travel on,
34231,ijsgrot,N,ice cave,de
34232,uitgestotenen,WW,outcasts,
34233,vleesmolen,N,meat grinder,
34234,reddingsdienst,N,rescue service,
34235,schietoefening,N,target practice,de
34236,kaassoufflé,N,cheese soufflé,de
34237,stofzuigerzak,N,vacuum cleaner bag,de
34238,jeugdpuistjes,N,pimples,
34239,stag,N,stag,het
34240,kippig,ADJ,chicken,
34241,redeloos,ADJ,irrational,
34242,voorspellend,ADJ,predictive,
34243,wiskundeboek,N,math book,de
34244,kleuterleidster,N,kindergarten teacher,
34245,fluitist,N,flutist,de
34246,bijna-dood-ervaring,N,near death experience,
34247,retrograde,N,retrograde,
34248,spekvet,N,bacon fat,werkwoord
34249,paarlen,WW,pearls,
34250,specerij,N,spice,de
34251,absorptie,N,absorption,de
34252,eindexamenklas,N,final exam class,de
34253,maagtabletten,N,stomach tablets,
34254,klapdeur,N,swinging door,de
34255,knalpot,N,muffler,de
34256,mond-op-mondbeademing,N,mouth to mouth,de
34257,kikkervisje,N,tadpole,de
34258,dioxide,N,dioxide,het
34259,varsity,N,varsity,de
34260,cipres,N,cypress,de
34261,liefdadig,ADJ,charitable,
34262,onbesneden,ADJ,uncircumcised,
34263,trawler,N,trawler,de
34264,smiecht,N,snigger,de
34265,heliport,N,heliport,de
34266,schoolexcursie,N,school excursion,
34267,dodenaantal,N,death toll,
34268,tweezitter,N,two-seater,
34269,theaterproductie,N,theater production,
34270,lustmoordenaar,N,lust killer,
34271,centiliter,N,centilitres,
34272,spiercellen,N,muscle cells,
34273,flirterig,ADJ,flirtatious,
34274,veiligheidslek,N,security hole,de
34275,drugsverleden,N,drug history,
34276,brandstofdepot,N,fuel depot,
34277,winkelgalerij,N,shopping arcade,
34278,boshut,N,forest hut,de
34279,brandwerend,WW,fire resistant,
34280,doelpaal,N,goalpost,werkwoord
34281,aspiratie,N,aspiration,de
34282,godgeklaagd,WW,goddamned,
34283,schimmenspel,N,shadow play,het
34284,fabrieksarbeider,N,factory worker,de
34285,klokkenmaker,N,clockmaker,
34286,peilloos,ADJ,fathomless,
34287,pijnmedicatie,N,pain medication,
34288,pijper,N,piper,de
34289,roofzuchtig,ADJ,predatory,
34290,schaapsherder,N,shepherd,
34291,uitsloverij,N,showing off,
34292,kanariegeel,ADJ,canary yellow,
34293,vaderloos,ADJ,fatherless,
34294,koffiekop,N,coffee mug,de
34295,vluchtgevaarlijk,ADJ,dangerous for flight,
34296,shogun,N,shogun,het
34297,goudstof,N,gold dust,de
34298,pianolerares,N,piano teacher,de
34299,toegooien,WW,toss,
34300,kernonderzeeër,N,nuclear submarine,
34301,hoofdzaal,N,main hall,de
34302,volksleger,N,people's army,het
34303,brutowinst,N,gross profit,de
34304,huisapotheek,N,home pharmacy,de
34305,proefballon,N,trial balloon,de
34306,niesbui,N,sneeze,de
34307,orgaandonoren,N,organ donors,
34308,nakomertje,N,afterthought,werkwoord
34309,armetierig,ADJ,miserable,
34310,gelijkelijk,ADJ,equally,
34311,verslonzen,WW,devoured,
34312,garageverkoop,N,garage sales,
34313,fonkelnieuw,ADJ,brand new,
34314,oorlogstuig,N,war equipment,het
34315,baring,N,giving birth,het
34316,bierblikje,N,beer can,
34317,zuignap,N,suction cup,de
34318,astrofysicus,N,astrophysicist,de
34319,ontkoppeling,N,disconnection,
34320,tikker,N,ticker,het
34321,tienvoudig,ADJ,tenfold,
34322,stadsgrens,N,city limit,
34323,leeuwenkoning,N,lion king,de
34324,pullman,N,pullman,de
34325,babyolie,N,baby oil,de
34326,piepelen,WW,squeak,
34327,gorden,WW,gird,
34328,kniptang,N,cutting pliers,de
34329,kleurpotlood,N,crayon,
34330,verbandgaas,N,gauze bandage,het
34331,olielamp,N,oil lamp,de
34332,levenslot,N,destiny,bijvoeglijk
34333,zuurstofslang,N,oxygen hose,
34334,klonterig,ADJ,lumpy,
34335,eniggeboren,ADJ,only-born,
34336,godsdienstfanaat,N,religious fanatic,
34337,dubloenen,N,doubloon,
34338,familiefortuin,N,family fortune,
34339,vioolspeler,N,fiddler,werkwoord
34340,schijtbak,N,shit-pit,de
34341,melasse,N,molasses,de
34342,ineenkrimpen,WW,cringe,
34343,oorlogsinspanning,N,war effort,
34344,tweeënzeventig,TW,seventy-two,
34345,vuurvlieg,N,firefly,bijvoeglijk
34346,melkwagen,N,milk truck,de
34347,computermodel,N,computer model,
34348,gastoevoer,N,gas supply,
34349,ruimtevaartprogramma,N,space program,
34350,weerspannigheid,N,recalcitrance,
34351,guerrillaoorlog,N,guerrilla warfare,de
34352,ex-echtgenote,N,ex-wife,de
34353,actuaris,N,actuary,de
34354,scharrelkip,N,free-range chicken,de
34355,vakterm,N,technical term,
34356,theeceremonie,N,tea ceremony,de
34357,gedram,N,rumble,het
34358,massacommunicatie,N,mass communication,
34359,uithongering,N,starvation,werkwoord
34360,menselijkerwijs,N,humanly speaking,
34361,rondvlucht,N,scenic flight,werkwoord
34362,zindelijkheidstraining,N,toilet training,
34363,inhakken,WW,hack,
34364,tv-journaal,N,TV news,het
34365,buikriem,N,belly belt,
34366,cartouche,N,cartouche,de
34367,stekend,ADJ,stinging,
34368,spelonk,N,cavern,de
34369,troonpretendent,N,pretender to the throne,
34370,klaaglied,N,lamentation,de
34371,abnormaliteit,N,abnormality,
34372,vierenzeventig,TW,seventy four,
34373,visgerei,N,fishing tackle,het
34374,saladebar,N,salad bar,de
34375,tevredenstellen,WW,satisfy,
34376,kruiers,N,porters,de
34377,roemrijk,ADJ,glorious,
34378,knoeiwerk,N,mess work,werkwoord
34379,afbinden,WW,bind off,
34380,houseman,N,houseman,de
34381,galjoenen,N,galleons,het
34382,vliegsnelheid,N,flight speed,
34383,verdovingsgeweer,N,tranquilizer gun,
34384,straalvliegtuig,N,jet aircraft,
34385,schouwarts,N,medical examiner,de
34386,tacticus,N,tactician,de
34387,missiehuis,N,mission house,het
34388,plattelandsjongen,N,country boy,
34389,rugbybal,N,rugby ball,de
34390,satellietbeeld,N,satellite image,
34391,kredietinstelling,N,credit institution,
34392,thuisblijver,N,stay at home,de
34393,nomadisch,ADJ,nomadic,
34394,rekenles,N,math lesson,het
34395,studentenblad,N,student magazine,het
34396,zijtak,N,branch,de
34397,legaliteit,N,legality,werkwoord
34398,architecturaal,ADJ,architectural,
34399,lanceersysteem,N,launch system,
34400,fietsongeluk,N,bicycle accident,
34401,bezoekersruimte,N,visitor area,
34402,tarwebrood,N,wheat bread,het
34403,witwasser,N,money launderer,de
34404,lastering,N,blasphemy,
34405,dagploeg,N,day shift,
34406,erectus,N,erectus,de
34407,handvuurwapen,N,handgun,
34408,muziekbusiness,N,music business,
34409,crackpijp,N,crack pipe,de
34410,drugszaken,N,drug cases,
34411,babymoordenaar,N,baby killer,
34412,superwapen,N,super weapon,
34413,hickory,N,hickory,de
34414,vreetbui,N,binge eating,de
34415,scriptiebegeleider,N,thesis supervisor,de
34416,gutsen,WW,gouging,
34417,troostrijk,ADJ,comforting,
34418,percussionist,N,percussionist,de
34419,samplen,WW,sample,
34420,uittellen,WW,counting out,
34421,lychee,N,lychee,de
34422,oxymoron,N,oxymoron,het
34423,tasjesdief,N,bag thief,de
34424,melkmeisje,N,milkmaid,
34425,kladje,N,scrap,de/het
34426,opgooi,N,toss,werkwoord
34427,ruft,N,ruft,de
34428,keukenmessen,N,kitchen knives,het
34429,veiligheidscontroles,N,security checks,
34430,passievol,ADJ,passionate,
34431,leefregel,N,rule of life,de
34432,schoolexamen,N,school exam,
34433,fosfaat,N,phosphate,het
34434,gasmeter,N,gas meter,de
34435,stichtelijk,ADJ,edifying,
34436,zoeten,WW,sweeten,
34437,oorlogswapen,N,weapon of war,
34438,geslachtsrijp,ADJ,sexually mature,
34439,kabelaansluiting,N,cable connection,
34440,afzuiging,N,extraction,
34441,studiebegeleider,N,study counselor,
34442,ongeschiktheid,N,unsuitability,
34443,ochtendlucht,N,morning air,het
34444,watertrappelen,WW,treading water,
34445,olievat,N,oil barrel,de
34446,betijen,WW,beings,
34447,driest,ADJ,bold,
34448,degenereren,WW,degenerate,
34449,strijdkracht,N,military force,
34450,rijksambtenaar,N,public servant,de
34451,wapendeal,N,arms deal,
34452,snorhaar,N,whisker,de
34453,kwaadspreken,WW,speak ill,
34454,halfvijf,ADJ,half past four,
34455,veiligheidsklep,N,safety valve,de
34456,patroonhouder,N,cartridge holder,
34457,verstrekkend,ADJ,far-reaching,
34458,muggenzifterij,N,nitpicking,de
34459,ossenstaart,N,oxtail,de
34460,brokstuk,N,debris,het
34461,winstdeling,N,profit sharing,
34462,teelbal,N,testicle,de
34463,gladiool,N,gladiolus,de
34464,scheepsbouwer,N,shipbuilder,de
34465,klinkerweg,N,clinker road,
34466,sprankel,N,sparkle,werkwoord
